,titulo,ubicacion,precio,Superficie,Habitaciones,Baños,Planta,Conservacion,Gastos de Comunidad,Amueblado,Balcon,Ascensor,Calefaccion,Garaje,Terraza,Trastero
469,"Piso en venta en Calle Progreso, 43, cerca de Calle Sanxenxo",Portonovo (Sanxenxo),340000,103,3.0,2.0,Planta: 5ª,En buen estado,Entre 60 y 80€,1,0,0,No tiene,1,0,0
470,Piso en venta en Rúa Vigo,Sanxenxo,220000,93,3.0,2.0,,En buen estado,0,1,0,1,No tiene,0,1,0
471,Piso en venta en Arenal-Centro,Centro-Areal (Distrito Casco Urbano. Vigo),120000,85,2.0,1.0,Planta: 4ª,A reformar,0,0,0,0,No tiene,0,0,0
472,Piso en venta en Cangas,Cangas,175000,108,3.0,2.0,Planta: Bajo,En buen estado,0,0,1,0,No tiene,1,1,0
473,"Piso en venta en Calle Real, 12",Centro-Echegaray (Pontevedra Capital),275000,115,3.0,2.0,,En buen estado,0,0,0,1,Gas natural,0,1,0
474,Piso en venta en Calle de La Coruña,Devesa (Santa Maria de Salceda). Municipio de Salceda de Caselas,83000,84,3.0,2.0,Planta: 1ª,A estrenar,Entre 40 y 60€,1,0,0,Eléctrica,1,0,0
475,Piso en venta en Eduardo Pondal,Zona Praza de Barcelos (Pontevedra Capital),295000,101,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas individual,1,1,0
476,Piso en venta en Sanxenxo,Sanxenxo,238000,116,3.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,1
477,Piso en venta en Gondomar,Gondomar,137000,244,3.0,2.0,Planta: 1ª,En buen estado,0,0,1,1,No tiene,0,0,0
478,Piso en venta en Calle Caldelas,Tui,60000,76,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,Gas natural,0,0,0
479,Piso en venta en Rúa Fontoura,Salvaterra de Miño,127000,102,3.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Central,1,0,0
480,Piso en venta en Rúa Cordón,O Burgo-Campus Universitario (Pontevedra Capital),185000,90,3.0,2.0,,En buen estado,Entre 40 y 60€,0,0,0,No tiene,1,1,1
481,Piso en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),389000,90,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,"Si, sin especificar",1,0,0
482,Piso en venta en Centro,Cangas,65000,120,3.0,1.0,Planta: 2ª,En buen estado,0,0,0,0,"Si, sin especificar",0,0,0
483,Piso en venta en Tui,Tui,60000,76,3.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
484,"Piso en venta en Avenida das Camelias, cerca de Calle de Juan Ramón Jiménez",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),355000,143,4.0,3.0,,En buen estado,Más de 100€,0,0,1,No tiene,0,1,0
485,Apartamento en venta en Calle Aguia,Casablanca-Calvario (Distrito Casco Urbano. Vigo),179600,80,2.0,1.0,Planta: 3ª,A estrenar,Entre 60 y 80€,1,0,1,Central,0,0,0
486,Piso en venta en Calle en Real,Moaña (Casco Urbano),140000,109,4.0,3.0,Planta: 3ª,En buen estado,Entre 20 y 40€,1,0,1,No tiene,0,0,0
487,"Piso en venta en Calle de Casimiro Gómez, 18",Zona Praza de Barcelos (Pontevedra Capital),165000,94,3.0,1.0,,En buen estado,Entre 60 y 80€,0,0,1,Eléctrica,0,0,1
488,Piso en venta en Calle de Hernán Cortés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),255000,110,3.0,2.0,Planta: 3ª,En buen estado,70.00 euros.,1,0,1,Gasóleo individual,1,0,0
489,"Piso en venta en Avenida de Buenos Aires, 41",Teis (Vigo),115000,97,3.0,1.0,Planta: 4ª,A reformar,0,0,0,1,No tiene,0,0,0
490,Piso en venta en Poio (San Juan-Albar),Poio (San Juan-Albar),150000,65,2.0,2.0,,En buen estado,0,1,0,1,No tiene,0,1,1
491,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,99900,100,3.0,1.0,,En buen estado,0,1,0,0,No tiene,0,1,1
492,"Piso en venta en Calle Estrada Circunvalación, 53, Esc",Adina (Santa María). Municipio de Sanxenxo,320000,142,3.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,1
493,"Piso en venta en Rúa de Lugo, 2",Salceda de Caselas,106320,85,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas natural,1,1,0
494,"Piso en venta en Calle del Pintor Colmeiro, 23",O Castro (Distrito Casco Urbano. Vigo),296000,91,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Gas individual,1,0,0
495,Piso en venta en Calle de Gonzalo Torrente Ballester,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),198000,96,4.0,2.0,Planta: 1ª,En buen estado,80.00 euros.,1,0,1,Gasóleo colectivo,1,0,0
496,Piso en venta en Rúa Fontoura,Salvaterra de Miño,125000,102,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Central,1,0,0
497,"Piso en venta en Avenida das Camelias, cerca de Calle de Juan Ramón Jiménez",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),280000,120,4.0,2.0,,En buen estado,Entre 40 y 60€,0,0,1,No tiene,1,1,0
498,Piso en venta en Campolongo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),160000,115,4.0,2.0,Planta: 1ª,En buen estado,Más de 100€,1,1,0,Central,0,1,0
499,Piso en venta en Fernández Ladreda-Ciudad de Piedra,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),156000,115,3.0,2.0,Planta: 11ª,En buen estado,0,1,0,1,No tiene,0,1,1
500,Piso en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),679000,149,4.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas individual,1,1,1
501,Piso en venta en Carretera de la Lanzada,Sanxenxo,110000,62,1.0,1.0,,En buen estado,0,1,0,1,Individual,0,0,1
502,Piso en venta en Avenida de Médico Ballina,O Burgo-Campus Universitario (Pontevedra Capital),120000,70,2.0,2.0,Planta: Bajo,En buen estado,0,1,0,1,No tiene,1,0,0
503,Piso en venta en Pumariño,Marín (Escuela Naval Militar),150000,112,4.0,2.0,Planta: 5ª,En buen estado,0,1,1,1,Gas natural,1,1,0
504,Piso en venta en Calle de Ricardo Santos,Sanxenxo,240000,85,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,1
505,Piso en venta en Poio,Poio (San Juan-Albar),160000,94,3.0,3.0,Planta: 1ª,En buen estado,0,1,0,0,Gas individual,1,0,0
506,Piso en venta en Castrelos-Balaídos-Miñoca,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),166000,111,3.0,2.0,Planta: 3ª,A reformar,0,0,0,1,"Si, sin especificar",1,1,0
507,Piso en venta en Avenida de Santo Domingo de Guzmán,Salcidos (A Guarda),126000,91,3.0,2.0,Planta: 1ª,En buen estado,40,1,0,1,Central,1,0,0
508,Piso en venta en O Hio (Santo Andre),O Hio (Santo Andre). Municipio de Cangas,165000,80,2.0,1.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Eléctrica,1,0,1
509,Piso en venta en Avda de Lugo,A Seca-Os Salgueriños (Pontevedra Capital),160000,102,3.0,2.0,Planta: 6ª,En buen estado,Entre 60 y 80€,1,0,1,Central,1,1,0
510,Piso en venta en Sanxenxo Playa,Sanxenxo,330000,93,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,0,No tiene,0,1,0
511,Piso en venta en Aragón-Travesía,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),220000,82,3.0,2.0,Planta: 9ª,En buen estado,42.00 euros. 42 euros piso y garaje 80 euros una vez al año,1,0,1,Eléctrica,0,0,1
512,Piso en venta en Centro,Vilagarcía de Arousa,214000,103,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,Gas natural,0,1,0
513,Piso en venta en Calle de La Coruña,Salceda de Caselas,126500,93,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,1,Eléctrica,1,0,0
514,Apartamento en venta en Calle Carretera Codeseda A -Campo,Campo Lameiro,65000,78,2.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,1
515,"Piso en venta en Calle La Cal, cerca de Calle Concepción Arenal",A Guarda,125000,93,3.0,2.0,Planta: 3ª,En buen estado,0,1,1,0,Gasóleo colectivo,1,0,0
516,Piso en venta en Calle Profesor Hermida,Sanxenxo,350000,112,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,1
517,Piso en venta en Benito Corbal,Zona Praza de Barcelos (Pontevedra Capital),305000,116,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas individual,1,0,0
518,Piso en venta en Centro - Echegaray,Zona Praza de Barcelos (Pontevedra Capital),245000,136,4.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Eléctrica,0,0,1
519,"Piso en venta en Avenida de Ramón Nieto, 503, cerca de Calle de Penis",Cabral-Candeán (Vigo),119000,77,1.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas individual,0,0,1
520,Piso en venta en Centro,Zona Praza de Barcelos (Pontevedra Capital),240000,94,3.0,2.0,Planta: 4ª,En buen estado,Entre 60 y 80€,1,1,1,Gas natural,1,0,0
521,Piso en venta en Teis,Teis (Vigo),140000,135,3.0,1.0,Planta: 1ª,En buen estado,40.00 euros.,1,0,0,Gas individual,0,0,0
522,Piso en venta en Sanxenxo,Sanxenxo,225000,100,3.0,2.0,,En buen estado,0,1,0,0,No tiene,0,1,1
523,Piso en venta en Calle de las Viñas,Poio (San Salvador),159000,79,2.0,2.0,,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
524,Piso en venta en Calle de Paulino Freire,Bouzas (Distrito Casco Urbano. Vigo),450000,165,5.0,3.0,Planta: 1ª,En buen estado,0,1,1,1,Gas individual,1,0,0
525,Piso en venta en Tui,Tui,120000,92,3.0,2.0,Planta: 2ª,En buen estado,0,0,1,0,Gas individual,0,0,0
526,"Piso en venta en Calle Nueva del Couso, 12",Calvario (O Rosal),85000,101,3.0,2.0,,En buen estado,Entre 20 y 40€,1,0,0,No tiene,1,1,0
527,Piso en venta en Chapela (San Fausto),Chapela (San Fausto). Municipio de Redondela,125000,104,3.0,2.0,Planta: 2ª,En buen estado,0,1,1,0,Central,0,0,0
528,"Piso en venta en Calle de Rosalía de Castro, cerca de Avenida de Manuel del Palacio",Campo da Torre-Mollabao (Pontevedra Capital),375000,180,4.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,Gas individual,1,0,0
529,Apartamento en venta en Salceda de Caselas,Salceda de Caselas,105000,70,2.0,2.0,Planta: 2ª,En buen estado,45,1,0,0,Electrica,1,0,0
530,Piso en venta en Plaza Maior,Ponteareas,120000,100,3.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,1,1,Gas natural,1,0,0
531,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,128000,117,4.0,2.0,Planta: 3ª,En buen estado,0,1,0,0,No tiene,0,0,0
532,Piso en venta en Villagarcía de Arousa,Vilagarcía de Arousa,150000,113,4.0,2.0,Planta: 2ª,En buen estado,0,1,1,1,Central,1,0,0
533,Piso en venta en Avenida de Luis Rocafort,Sanxenxo,145000,51,1.0,1.0,Planta: 4ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
534,Piso en venta en A Guarda,A Guarda,85000,68,3.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,1,0,0
535,Piso en venta en Rúa de Abeleira Menéndez,Casco Vello (Distrito Casco Urbano. Vigo),260000,114,3.0,1.0,Planta: 3ª,A reformar,0,0,1,0,Gas individual,0,0,1
536,Piso en venta en Calle de Rodrigo de Mendoza,Vilagarcía de Arousa,140000,142,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,0,1,1,No tiene,1,0,0
537,Piso en venta en Calle de Concepción Arenal,Cangas,220000,74,2.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
538,"Piso en venta en Avenida de Médico Ballina, 37",O Burgo-Campus Universitario (Pontevedra Capital),126000,65,2.0,1.0,,En buen estado,0,0,0,1,No tiene,1,0,0
539,Piso en venta en Núcleo Urbano,Cangas,170000,90,3.0,2.0,,En buen estado,0,0,0,1,No tiene,1,0,0
540,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,155000,100,3.0,2.0,Planta: 5ª,En buen estado,0,1,1,1,Central,0,0,0
541,Apartamento en venta en Loureiro Crespo,A Seca-Os Salgueriños (Pontevedra Capital),165000,78,2.0,2.0,Planta: 2ª,En buen estado,0,1,1,0,Gas natural,1,0,0
542,Piso en venta en Paseo de la Praia de Silgar,Adina (Santa María). Municipio de Sanxenxo,444000,90,3.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,0
543,Piso en venta en Sanxenxo Playa,Sanxenxo,240000,66,2.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,0,1,1
544,Piso en venta en Teis,Teis (Vigo),165000,81,2.0,1.0,Planta: 3ª,En buen estado,20.00 euros.,1,0,0,Gas individual,1,0,0
545,Piso en venta en Hospital,Zona Praza de Barcelos (Pontevedra Capital),160000,98,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,1,Eléctrica,0,0,0
546,Apartamento en venta en Calle de San Mauro,A Seca-Os Salgueriños (Pontevedra Capital),140000,51,2.0,1.0,Planta: 3ª,En buen estado,36.00 euros.,1,0,1,Gas individual,1,0,0
547,Piso en venta en Calle de Policarpo Sanz,Centro-Areal (Distrito Casco Urbano. Vigo),350000,75,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
548,Piso en venta en Calle Avenida Xosé María Castroviejo,Cangas,245000,101,3.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
549,"Piso en venta en Calle de Gerardo Campos Ramos, 8",Teis (Vigo),115000,90,3.0,1.0,Planta: 3ª,En buen estado,0,1,0,0,Eléctrica,0,0,0
550,"Piso en venta en Paseo de la Praia de Silgar, cerca de Calle Camelios",Sanxenxo,235000,70,2.0,2.0,,En buen estado,0,1,0,1,No tiene,0,1,1
551,Piso en venta en Coia,As Travesas-Balaídos (Distrito Casco Urbano. Vigo),175000,75,3.0,2.0,Planta: 3ª,En buen estado,90.00 euros. calefacción,1,1,1,Gasóleo individual,0,0,0
552,Piso en venta en Centro,Salceda de Caselas,115000,90,3.0,2.0,Planta: 1ª,En buen estado,Incluidos,1,1,1,Electrica,1,0,1
553,Piso en venta en Plaza de Galicia,Centro-Echegaray (Pontevedra Capital),165000,65,2.0,1.0,Planta: 4ª,En buen estado,0,1,0,1,Gas individual,0,0,1
554,Piso en venta en Calle del Arenal,Centro-Areal (Distrito Casco Urbano. Vigo),237000,80,2.0,1.0,Planta: 8ª,En buen estado,0,1,1,1,"Si, sin especificar",0,0,1
555,"Piso en venta en Avenida del Covelo, 13",Covelo (Santa Marina),250000,95,3.0,2.0,,En buen estado,0,0,0,0,Gas natural,1,0,0
556,Piso en venta en A Guarda,A Guarda,89000,98,3.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,1
557,Piso en venta en Tui,Tui,120000,130,4.0,2.0,Planta: 1ª,En buen estado,0,0,1,0,Gas individual,0,0,1
558,"Piso en venta en Calle de Madrid, 18",Sanxenxo,360000,86,2.0,2.0,Planta: 3ª,En buen estado,0,1,1,0,No tiene,1,0,0
559,Piso en venta en Calle Avenida Xosé María Castroviejo,Cangas,195000,87,2.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
560,Piso en venta en Adina (Santa María),Adina (Santa María). Municipio de Sanxenxo,175000,60,2.0,1.0,,En buen estado,0,1,0,0,Individual,0,0,0
561,Piso en venta en O Castro,O Castro (Distrito Casco Urbano. Vigo),264000,143,4.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
562,Piso en venta en Teis,Teis (Vigo),165000,82,2.0,1.0,Planta: 3ª,En buen estado,Entre 20 y 40€,0,0,0,No tiene,1,0,0
563,Piso en venta en Chapela,Chapela (San Fausto). Municipio de Redondela,131000,64,2.0,1.0,,En buen estado,0,1,0,1,Electrica,0,0,0
564,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Zamora",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),399000,200,7.0,4.0,Planta: 8ª,A estrenar,Entre 60 y 80€,1,0,1,Gas natural,1,1,0
565,Piso en venta en Núcleo Urbano,Cangas,185000,87,2.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
566,"Piso en venta en Avenida de Eduardo Pondal, 50",Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),250000,100,3.0,2.0,,En buen estado,Entre 60 y 80€,0,0,1,No tiene,1,0,0
567,Piso en venta en Calle de Perfecto Feijóo,Zona Praza de Barcelos (Pontevedra Capital),85000,124,3.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
568,Piso en venta en Salceda de Caselas,Salceda de Caselas,105000,61,2.0,2.0,Planta: 2ª,En buen estado,44.00 euros.,1,0,0,Eléctrica por acumul,1,0,0
569,Piso en venta en Centro - Echegaray,Centro-Echegaray (Pontevedra Capital),215000,125,4.0,3.0,Planta: 1ª,En buen estado,Entre 10 y 20€,1,0,1,Central,0,0,0
570,Piso en venta en O Hío,Cangas,155000,53,2.0,1.0,,En buen estado,0,1,0,0,No tiene,1,1,0
571,"Piso en venta en Avenida de Benito Vigo, cerca de Calle de Serafín Pazo",A Estrada,240000,161,3.0,2.0,Planta: 2ª,A estrenar,50,1,0,1,Gas natural,1,0,0
572,Piso en venta en La Seca - los Salgueriños,Centro-Echegaray (Pontevedra Capital),99000,109,3.0,2.0,Planta: Bajo,En buen estado,0,0,1,0,No tiene,0,0,0
573,Piso en venta en Calle Avenida Xosé María Castroviejo,Cangas,235000,101,3.0,2.0,,En buen estado,0,0,0,1,No tiene,1,1,0
574,Piso en venta en Fernández Ladreda-Ciudad de Piedra,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),180000,85,2.0,1.0,Planta: 2ª,En buen estado,0,1,0,1,No tiene,1,0,0
575,Piso en venta en Salceda de Caselas,Salceda de Caselas,119500,93,3.0,2.0,Planta: 2ª,En buen estado,58.00 euros.,1,0,0,Eléctrica,1,0,0
576,Piso en venta en Arenal-Centro,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),165000,101,3.0,2.0,Planta: 4ª,En buen estado,40.00 euros.,1,0,0,Eléctrica,1,0,0
577,"Piso en venta en Camino Deputación-O Rosal, nº 10",Calvario (O Rosal),100000,88,2.0,2.0,Planta: 1ª,En buen estado,0,1,1,1,No tiene,1,0,0
578,Piso en venta en Calle de Ecuador,Casablanca-Calvario (Distrito Casco Urbano. Vigo),380000,116,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Gas individual,0,0,0
579,Piso en venta en Hospital Provincial,Zona Praza de Barcelos (Pontevedra Capital),145000,85,3.0,1.0,Planta: 2ª,En buen estado,0,1,0,0,Gas,0,0,0
580,Piso en venta en Calle de Elio Antonio de Nebrija,Praza da Industria (Distrito Casco Urbano. Vigo),225000,106,4.0,2.0,Planta: 3ª,En buen estado,85.00 euros.,1,0,1,Gasóleo colectivo,1,0,0
581,Piso en venta en Salvaterra de Miño,Salvaterra de Miño,150000,109,3.0,2.0,Planta: 3ª,A estrenar,0,1,0,1,Propano,1,0,1
582,Piso en venta en Calle del Doctor Cadaval,Centro-Areal (Distrito Casco Urbano. Vigo),150000,88,2.0,2.0,Planta: 3ª,A reformar,58.00 euros.,0,0,1,No tiene,0,0,0
583,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Paraguay",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),320000,134,4.0,2.0,,En buen estado,Más de 100€,0,0,0,Gas natural,1,1,0
584,Piso en venta en Calle del Consistorio,Sanxenxo,285000,97,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,0,0
585,Apartamento en venta en A Cañiza,A Cañiza,435000,97,2.0,1.0,,En buen estado,Más de 100€,1,0,0,No tiene,0,1,0
586,Piso en venta en Calle Xeral,Silleda (Casco Urbano),50000,188,4.0,2.0,,En buen estado,0,1,0,0,No tiene,0,0,0
587,Piso en venta en Avenida Recinto Ferial,Silleda (Casco Urbano),32000,114,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
588,"Piso en venta en Rúa Cordón, 11",O Burgo-Campus Universitario (Pontevedra Capital),185000,110,3.0,2.0,Planta: 3ª,En buen estado,0,0,1,1,Gas,0,0,1
589,Piso en venta en Calle del Progreso,A Cañiza (Resto Parroquia),49000,118,2.0,1.0,,En buen estado,0,0,0,0,No tiene,0,0,0
590,Piso en venta en Avenida del Marqués de Valterra,Parroquias Rurales (Pontevedra Capital),90000,100,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,No tiene,0,0,0
591,Piso en venta en Las Pistas,Vilagarcía de Arousa,275000,100,3.0,2.0,Planta: Bajo,En buen estado,Entre 60 y 80€,1,0,1,No tiene,0,1,1
592,Piso en venta en Campo da Torre-Mollabao,Campo da Torre-Mollabao (Pontevedra Capital),165000,90,3.0,2.0,Planta: 3ª,A reformar,0,0,1,0,Central,1,0,0
593,Piso en venta en Caldas de Reis,Caldas de Reis (Casco Urbano),135000,108,3.0,2.0,Planta: 1ª,En buen estado,0,1,1,1,Eléctrica,1,0,0
594,Piso en venta en Calle de Antonio Palacios,O Porriño,160000,110,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,Gas natural,1,0,0
595,"Apartamento en venta en Calle de Tomás Alonso, 4, cerca de Calle de Pi i Margall",Berbés-Peritos (Distrito Casco Urbano. Vigo),218000,80,2.0,2.0,Planta: 2ª,En buen estado,35.00 euros. gastos de escalera,1,1,1,Gasóleo individual,1,0,1
596,Piso en venta en Núcleo Urbano,Cangas,165000,110,3.0,2.0,,En buen estado,Entre 40 y 60€,1,0,1,No tiene,1,1,0
597,"Piso en venta en Travesía de Vigo, cerca de Calle Pino",Casablanca-Calvario (Distrito Casco Urbano. Vigo),168000,80,3.0,1.0,Planta: 7ª,A reformar,Entre 20 y 40€,1,1,1,No tiene,0,0,0
598,"Piso en venta en Calle La Cal, 4, cerca de Calle Concepción Arenal",Camposancos (A Guarda),106000,60,3.0,1.0,,En buen estado,0,1,0,1,Central,1,1,0
599,Piso en venta en Centro,Salceda de Caselas,115000,90,3.0,2.0,Planta: 1ª,En buen estado,Incluidos,1,1,1,Electrica,1,0,1
600,"Piso en venta en Avenida de las Chancelas, 4, cerca de Calle de la Costa de Abaixo",Combarro (San Roque). Municipio de Poio,200000,83,2.0,2.0,,En buen estado,Entre 20 y 40€,0,0,1,No tiene,1,1,0
601,Piso en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),215000,68,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Gas individual,0,0,0
602,Piso en venta en Vilagarcía de Arousa,Vilagarcía de Arousa,129000,125,3.0,2.0,Planta: 1ª,Reformado,0,0,1,0,Eléctrica,0,0,0
603,Piso en venta en Praza España-Zona Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),275000,104,3.0,2.0,Planta: 1ª,Reformado,0,0,0,1,No tiene,0,1,0
604,Piso en venta en Calle Ponte Nova (Da),Campo da Torre-Mollabao (Pontevedra Capital),92000,82,3.0,1.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,0,0,0
605,Piso en venta en Fexdega,Vilagarcía de Arousa,125000,79,2.0,1.0,Planta: 2ª,En buen estado,0,1,0,1,Eléctrica,1,0,0
606,Piso en venta en Ramon Nieto,Lavadores (Vigo),125000,63,1.0,1.0,Planta: Bajo,En buen estado,0,1,0,0,No tiene,0,0,1
607,Piso en venta en Magdalena,Cangas,99000,85,2.0,1.0,,En buen estado,0,1,0,0,Eléctrica,1,0,0
608,Piso en venta en Cangas,Cangas,110000,70,2.0,1.0,,En buen estado,0,1,0,1,No tiene,1,1,0
609,Piso en venta en Arenal-Centro,Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),149000,90,3.0,2.0,,A reformar,60.00 euros.,0,0,1,"Si, sin especificar",0,0,0
610,Piso en venta en Calle del Doctor Canoa,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),170000,85,3.0,2.0,Planta: 1ª,En buen estado,0,0,1,1,No tiene,1,1,0
611,Piso en venta en Rúa de Ignacio Grobas,Casablanca-Calvario (Distrito Casco Urbano. Vigo),200000,95,3.0,2.0,Planta: 3ª,En buen estado,Entre 60 y 80€,1,0,1,Gas natural,1,0,0
612,Piso en venta en Traviesas-Plaza Independencia,Praza da Independencia (Distrito Casco Urbano. Vigo),235000,125,4.0,2.0,Planta: 2ª,En buen estado,"60.00 euros. solo gastos, fondo a mayores de 90 € para futuras mejoras",1,0,0,Gas individual,1,1,1
613,Piso en venta en Rúa Fontoura,Salvaterra de Miño,124000,110,3.0,2.0,Planta: 1ª,A estrenar,0,1,0,1,Central,1,0,0
614,Apartamento en venta en Campolongo,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),175000,75,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gas individual,1,0,0
615,"Piso en venta en Calle Manuel Suárez Marquier, 2",Calvario (O Rosal),101000,85,2.0,2.0,,En buen estado,Entre 20 y 40€,1,0,1,No tiene,1,0,0
616,Piso en venta en Calle Lamazanes,Ponteareas,95000,75,2.0,1.0,Planta: 4ª,A estrenar,Entre 20 y 40€,1,0,0,Eléctrica,1,0,0
617,Piso en venta en Calle de Victoriano Pérez Vidal,Salceda de Caselas,96000,70,2.0,1.0,Planta: 2ª,En buen estado,Entre 20 y 40€,1,0,1,Eléctrica,1,0,0
618,"Piso en venta en Avenida de Eduardo Pondal, 50",Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),250000,110,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,1,Gas,0,0,1
619,Piso en venta en Lavadores,Lavadores (Vigo),199000,100,3.0,2.0,Planta: 2ª,En buen estado,Entre 60 y 80€,1,0,1,No tiene,1,0,0
620,"Piso en venta en Calle de Rosalía de Castro, 15, cerca de Calle de los Palamios",Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),299250,93,2.0,2.0,,En buen estado,0,0,0,0,Gas natural,1,0,0
621,Piso en venta en Rúa Fontoura,Salvaterra de Miño,98000,86,2.0,2.0,Planta: 2ª,A estrenar,0,1,0,1,Central,1,0,0
622,"Piso en venta en Avenida de María Victoria Moreno, 21",Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),175000,144,4.0,2.0,Planta: 2ª,En buen estado,0,1,1,1,Electrica,0,0,0
623,Piso en venta en Calle de Ricardo Santos,Sanxenxo,260000,79,2.0,2.0,,En buen estado,0,1,0,1,Individual,0,1,1
624,Piso en venta en A Guarda,A Guarda,110000,95,2.0,2.0,Planta: 2ª,En buen estado,Entre 20 y 40€,1,0,1,Propano,0,0,0
625,Piso en venta en Sanguiñeda (Santa Maria),Sanguiñeda (Santa Maria). Municipio de Mos,150000,97,3.0,2.0,Planta: 2ª,En buen estado,46,1,0,1,Gas natural,1,0,0
626,Piso en venta en Calle Puente,Lalín,259000,272,4.0,3.0,Planta: 4ª,A estrenar,0,1,0,1,Gas natural,1,1,1
627,Piso en venta en Las Carolinas,Vilagarcía de Arousa,165000,90,3.0,2.0,Planta: 4ª,En buen estado,Entre 60 y 80€,1,0,1,Gas natural,1,0,0
628,"Piso en venta en Calle de Concepción Arenal, 3",Ponte-Caldelas (Ponte Caldelas),110000,100,3.0,2.0,Planta: 3ª,En buen estado,0,1,1,0,Propano,0,0,1
